story	url	8cl.undir	8cl.dir	5cl.undir	5cl.dir	2cl.undir	2cl.dir	type	text
9	https://archiveofourown.org/works/613543	6	6	4	4	1	1	relation	a deep breath . She was a Targaryen , and she was brave . She leaned in and placed a kiss on his rough lips . He responded , bringing their bodies closer together . He wrapped his strong arms around her waist . She broke the kiss and looked into his eyes , and saw only want . She kissed him again , and felt a spark . This time , he broke the kiss and looked into her eyes . It took her a moment to realize what he wanted , an answer . “ Yes . ” EXP-Daenerys-EXP said quickly before kissing TARG-Khal Drogo-TARG again passionately . By the end of the night , Daenerys was not afraid of her husband anymore .
9	https://archiveofourown.org/works/613543	6	6	4	4	1	1	relation	her smooth cheek and sighed . Affection wasn ’ t something he was known for , but he was going to try . Slowly , he inched towards her bending his head to touch their foreheads together . She looked up into his eyes , and instead of seeing a blood thirsty killer , she saw Drogo , a man just like any other . “ No ? ” He asked , touching their noses together . She knew what he was asking . She took a deep breath . She was a Targaryen , and she was brave . EXP-Daenerys-EXP leaned in and placed a kiss on TARG-Khal Drogo-TARG rough lips . He responded , bringing their bodies closer together . He wrapped his strong arms around her waist . She broke the kiss and looked into his eyes , and saw only want . She kissed him again , and felt a spark . This time , he broke the kiss and looked into her eyes . It took her a moment to realize what he wanted , an answer . “ Yes . ” She said quickly before kissing him again passionately . By the end of the night , Daenerys was not afraid of her husband
10	https://archiveofourown.org/works/9450122?view_adult=true	0	0	0	0	1	1	relation	saying a word to each other ; Keith was trying to gather his thoughts and try not to freak out about being carried by Lance . Lance kept glancing down at him , his bright blue eyes filled with concern , and Keith felt his face grow hotter each time . He cursed being so pale , there was no way Lance wasn ’ t noticing how flustered he was . But maybe Lance thought it was because of his exhausted he was ? He hoped so … “ Lance . ” Keith finally spoke up , unable to keep EXP-Keith-EXP curiosity at bay. “Hm, yeah?” TARG-Lance-TARG replied . “ Why are you doing this ? ” Lance paused and looked down at Keith . ” … . If you die I don ’ t really have a rival anymore - “ “ No . ” Keith cut in , scowling . ” Why are you not freaking out ? Why are you being nice ? Why did you glare at Allura ? I don ’ t understand ! ” Lance sighed and looked away . ” Keith . I don ’ t really care if your part alien . It ’ s not like you even
10	https://archiveofourown.org/works/9450122?view_adult=true	1	9	1	6	0	3	relation	his head . After a few awkward minutes of trying to get Keith changed , Lance helped Keith step into the pod and squeezed his uninjured shoulder gently . He took a step back . " See you later mullet . ” He teased , trying to get something normal back . Keith ’ s lips quirked up into a smug smile and before the pod shut on him , he managed to point out . " You know , your hairs pretty much grown into a mullet too . ” The last thing he saw before the pod forced TARG-Keith-TARG into unconsciousness was EXP-Lance-EXP s horrified expression as he grabbed at his hair .
10	https://archiveofourown.org/works/9450122?view_adult=true	3	3	3	3	0	0	relation	if this wasn ’ t so serious . Keith startled as Allura ’ s voice cut like a knife in the silence of the room . “ Are you sure about this ? ” Her face was closed off , her voice cold and Keith forced himself not to flinch . His voice wavered with exhaustion but it rang out clear in the room . ” Yes . ” Allura turned her head away . Keith couldn ’ t blame her , the Galra had murdered her entire civilization , but it still stung . Coran looked less hostile , EXP-Coran-EXP arms were crossed over his chest and he was staring at TARG-Keith-TARG probably remembering Keith asking him about a Galra being to Earth . Coran placed a hand on Allura ’ s shoulder and squeezed it , he leant over and whispered something in her ear , which she huffed a small breath at . Keith felt his eyes burn , he wanted to cry . This wasn ’ t fair , he didn ’ t know ! He didn ’ t ask to be part Galra . What if he wasn ’ t wanted as a Paladin anymore ? Would they kick him out ? He had nowhere and no one
10	https://archiveofourown.org/works/9450122?view_adult=true	4	12	0	5	1	2	relation	his head . After a few awkward minutes of trying to get Keith changed , Lance helped Keith step into the pod and squeezed his uninjured shoulder gently . He took a step back . " See you later mullet . ” He teased , trying to get something normal back . Keith ’ s lips quirked up into a smug smile and before the pod shut on him , he managed to point out . " You know , your hairs pretty much grown into a mullet too . ” The last thing he saw before the pod forced TARG-Keith-TARG into unconsciousness was EXP-Lance-EXP s horrified expression as he grabbed at his hair .
10	https://archiveofourown.org/works/9450122?view_adult=true	4	12	0	5	1	2	relation	sensed Red laughing in the back of his mind and he let out a frustrated groan . Lance snorted in amusement and continued walking down the hall . It was silent for a few minutes , neither of them saying a word to each other ; Keith was trying to gather his thoughts and try not to freak out about being carried by Lance . Lance kept glancing down at him , his bright blue eyes filled with concern , and Keith felt his face grow hotter each time . He cursed being so pale , there was no way TARG-Lance-TARG wasn’t noticing how flustered EXP-Keith-EXP was . But maybe Lance thought it was because of his exhausted he was ? He hoped so … “ Lance . ” Keith finally spoke up , unable to keep his curiosity at bay . “ Hm , yeah ? ” Lance replied . “ Why are you doing this ? ” Lance paused and looked down at Keith . ” … . If you die I don ’ t really have a rival anymore - “ “ No . ” Keith cut in , scowling . ” Why are you not freaking out ? Why are you being
10	https://archiveofourown.org/works/9450122?view_adult=true	6	6	4	4	1	1	relation	is coming from , the Galra killed her people , but you didn ’ t do anything ! That wasn ’ t you ! You ’ re trying to save the Universe , you ’ re nothing like them . ” Lance sighed . ” She ’ ll come around , just give her some time … ” He smiled at Keith . ” The others won ’ t take long to accept it , trust me . Hunk and Pidge like you . ” Keith slumped his shoulders , his head resting against Lance ’ s shoulder . “ EXP-Lance-EXP like TARG-Keith-TARG ” Lance mumbled . Keith ’ s eyes snapped to his face , catching sight of the blush dusting across his skin . Lance met his eyes , growing redder with each second . Red was laughing at him again . Oh this one really likes my paladin . Lance coughed awkwardly and opened his mouth . ” O-oH ! Look , we ’ re at the healing pods ! ” He hurried inside and then gently set Keith down on the floor . ” Hang on ; I ’ ll get you one ready to go ! ” He
10	https://archiveofourown.org/works/9450122?view_adult=true	6	14	4	9	1	2	relation	and no one to return to on earth , the ones he considered his family were right here , and they could be about to toss him away . They ’ d take Red away from him and he ’ d be alone again . Keith felt a comforting purr in the back of his mind . I wouldn ’ t let that happen . He felt Red ’ s purr wrap around him and he let out a small sigh of relief . If Red wanted him still , its not like the others could force them apart . TARG-Red-TARG snarled in the back of his mind. No, you're my paladin! EXP-Keith-EXP almost laughed at the irony of those words . Keith realized he had been spacing out when he heard footsteps walking towards him and he turned his head . His breath caught in his throat as he realized he had yet to see how Lance had taken the news . He took a step back , unable to force himself to meet the Blue Paladins eyes . This was even worse than the others ; Keith knew for sure Lance would hate him now he had a real reason too . “ You look like you need a trip to
10	https://archiveofourown.org/works/9450122?view_adult=true	4	12	0	5	1	2	relation	TARG-Keith-TARG part Galra.” The words shocked EXP-Everyone-EXP into silence , Keith didn ’ t blame them , he ’ d probably of been unable to say anything either if someone else randomly dumped this on the team . Keith felt Shiro ’ s hand squeeze his shoulder in an attempt to comfort him , and Keith slowly lifted his gaze from the floor . Pidge ’ s eyes were narrowed at him , but he could sense no anger in her gaze . She looked like she was struggling to swallow the truth , her face scrunched up and brows furrowed . Keith flicked his gaze away
10	https://archiveofourown.org/works/9450122?view_adult=true	6	6	4	4	1	1	relation	. ” Lance sighed . ” She ’ ll come around , just give her some time … ” He smiled at Keith . ” The others won ’ t take long to accept it , trust me . Hunk and Pidge like you . ” Keith slumped his shoulders , his head resting against Lance ’ s shoulder . “ … I like you … ” Lance mumbled . Keith ’ s eyes snapped to his face , catching sight of the blush dusting across his skin . Lance met his eyes , growing redder with each second . EXP-Red-EXP was laughing at TARG-Keith-TARG again . Oh this one really likes my paladin . Lance coughed awkwardly and opened his mouth . ” O-oH ! Look , we ’ re at the healing pods ! ” He hurried inside and then gently set Keith down on the floor . ” Hang on ; I ’ ll get you one ready to go ! ” He started pressing buttons on the control panel , trying to pretend he hadn ’ t just said that to Keith . Keith watched him , unable to stop the fond smile from tugging at his lips . Lance turned
10	https://archiveofourown.org/works/9450122?view_adult=true	6	6	4	4	1	1	relation	” He hurried inside and then gently set Keith down on the floor . ” Hang on ; I ’ ll get you one ready to go ! ” He started pressing buttons on the control panel , trying to pretend he hadn ’ t just said that to Keith . Keith watched him , unable to stop the fond smile from tugging at his lips . Lance turned back to him . ” You should probably change into one of the pod suits-oh . Lance blushed again and Keith couldn ’ t help the tired laugh that escaped . EXP-Lance-EXP blinked at TARG-Keith-TARG biting his lip . ” So ah , um , I wouldn ’ t suppose you could change into it by yourself ? ” Keith sighed loudly and shook his head . After a few awkward minutes of trying to get Keith changed , Lance helped Keith step into the pod and squeezed his uninjured shoulder gently . He took a step back . " See you later mullet . ” He teased , trying to get something normal back . Keith ’ s lips quirked up into a smug smile and before the pod shut on him , he
10	https://archiveofourown.org/works/9450122?view_adult=true	4	12	0	5	1	2	relation	he ’ d probably of been unable to say anything either if someone else randomly dumped this on the team . Keith felt Shiro ’ s hand squeeze his shoulder in an attempt to comfort him , and Keith slowly lifted his gaze from the floor . Pidge ’ s eyes were narrowed at him , but he could sense no anger in her gaze . She looked like she was struggling to swallow the truth , her face scrunched up and brows furrowed . Keith flicked his gaze away and towards Hunk . The yellow paladin was staring at TARG-Keith-TARG with EXP-Hunk-EXP mouth hanging open , eyes almost comically wide . It would ’ ve been funny if this wasn ’ t so serious . Keith startled as Allura ’ s voice cut like a knife in the silence of the room . “ Are you sure about this ? ” Her face was closed off , her voice cold and Keith forced himself not to flinch . His voice wavered with exhaustion but it rang out clear in the room . ” Yes . ” Allura turned her head away . Keith couldn ’ t blame her , the Galra had
10	https://archiveofourown.org/works/9450122?view_adult=true	3	3	3	3	0	0	relation	Paladins eyes . This was even worse than the others ; Keith knew for sure Lance would hate him now he had a real reason too . “ You look like you need a trip to the healing pods . ” Lance ’ s surprisingly gentle words made Keith lift his head to stare at him . Lance ’ s brows were furrowed and he was staring at the cut on his shoulder . When no one else said a word , Lance huffed . ” Hellloooo ~ Are you listening ? Keith ’ s injured ? " He turned EXP-Lance-EXP head to glare at TARG-others-TARG ” And he looks like he ’ s about to pass out . ” Keith gaped at him , unable to find words . Allura crossed her arms over her chest . ” I think we have bigger things to concern ourselves with , the fact Keith is Galra - “ “ No . ” Lance ’ s words were suddenly cold . ” Keith is Keith . ” For the first time , Lance actually glared at Allura . “ He ’ s the Red Paladin , and he ’ s injured . ” Lance looked like he was
10	https://archiveofourown.org/works/9450122?view_adult=true	3	3	3	3	0	0	relation	his gaze away and towards Hunk . The yellow paladin was staring at Keith with his mouth hanging open , eyes almost comically wide . It would ’ ve been funny if this wasn ’ t so serious . Keith startled as Allura ’ s voice cut like a knife in the silence of the room . “ Are you sure about this ? ” Her face was closed off , her voice cold and Keith forced himself not to flinch . His voice wavered with exhaustion but it rang out clear in the room . ” Yes . ” EXP-Allura-EXP turned her head away. TARG-Keith-TARG couldn ’ t blame her , the Galra had murdered her entire civilization , but it still stung . Coran looked less hostile , his arms were crossed over his chest and he was staring at Keith , probably remembering Keith asking him about a Galra being to Earth . Coran placed a hand on Allura ’ s shoulder and squeezed it , he leant over and whispered something in her ear , which she huffed a small breath at . Keith felt his eyes burn , he wanted to cry . This wasn ’ t fair , he didn
10	https://archiveofourown.org/works/9450122?view_adult=true	0	0	0	0	1	1	relation	mate , and he needs to be healed . ” Lance turned and grabbed hold of Keith ’ s wrist . ” C ’ mon buddy … ” he gently tugged on his wrist and Keith let himself be pulled from the room . He glanced back to Shiro , eyes wide . Shiro smiled encouragingly at him . Keith felt his face heat up and he stared down at Lance ’ s tanned hand encircling his wrist . He felt dizzy and hurt and he really wanted to lie down . He stumbled down the hall , which made EXP-Lance-EXP pause to look back at TARG-Keith-TARG concern written all over his face . ” Ah quiznak . ” He stopped . ” You look awful . ” He noted . “ Thanks . ” Keith croaked out , swaying on his feet . Lance mumbled something that sounded like . ” Guess I gotta return the favour . ” “ Wha - “ Keith yelped as Lance suddenly wrapped his arms around his waist and lifted him up , grunting at the effort . ” You ’ re heavy . ” He complained , but he didn ’ t drop him , instead he pulled him
10	https://archiveofourown.org/works/9450122?view_adult=true	3	3	3	3	0	0	relation	taken the news . He took a step back , unable to force himself to meet the Blue Paladins eyes . This was even worse than the others ; Keith knew for sure Lance would hate him now he had a real reason too . “ You look like you need a trip to the healing pods . ” Lance ’ s surprisingly gentle words made Keith lift his head to stare at him . Lance ’ s brows were furrowed and he was staring at the cut on his shoulder . When no one else said a word , EXP-Lance-EXP huffed.”Hellloooo~ Are TARG-Keith-TARG listening ? Keith ’ s injured ? " He turned his head to glare at the others . ” And he looks like he ’ s about to pass out . ” Keith gaped at him , unable to find words . Allura crossed her arms over her chest . ” I think we have bigger things to concern ourselves with , the fact Keith is Galra - “ “ No . ” Lance ’ s words were suddenly cold . ” Keith is Keith . ” For the first time , Lance actually glared at Allura . “ He
10	https://archiveofourown.org/works/9450122?view_adult=true	4	4	0	0	1	1	relation	’ t really care if your part alien . It ’ s not like you even knew about it ! You can ’ t help your heritage , and people shouldn ’ t discriminate where you came from . ” Keith blinked , Lance sounded really strong about that . “ You want to put a stop to Zarkon just as much as the rest of us , and if you were bad Red would never of accepted you as her Paladin . ” I like this one . Red purred in his mind . He likes my paladin . EXP-Keith-EXP turned red. “ TARG-Lance-TARG understand where Allura is coming from , the Galra killed her people , but you didn ’ t do anything ! That wasn ’ t you ! You ’ re trying to save the Universe , you ’ re nothing like them . ” Lance sighed . ” She ’ ll come around , just give her some time … ” He smiled at Keith . ” The others won ’ t take long to accept it , trust me . Hunk and Pidge like you . ” Keith slumped his shoulders , his head resting against Lance ’ s
10	https://archiveofourown.org/works/9450122?view_adult=true	4	4	0	0	1	1	relation	face . ” Ah quiznak . ” He stopped . ” You look awful . ” He noted . “ Thanks . ” Keith croaked out , swaying on his feet . Lance mumbled something that sounded like . ” Guess I gotta return the favour . ” “ Wha - “ Keith yelped as Lance suddenly wrapped his arms around his waist and lifted him up , grunting at the effort . ” You ’ re heavy . ” He complained , but he didn ’ t drop him , instead he pulled him closer to his chest . EXP-Keith-EXP felt his face break out into a red blush; he couldn’t believe TARG-Lance-TARG of all people was bridal carrying him . He sensed Red laughing in the back of his mind and he let out a frustrated groan . Lance snorted in amusement and continued walking down the hall . It was silent for a few minutes , neither of them saying a word to each other ; Keith was trying to gather his thoughts and try not to freak out about being carried by Lance . Lance kept glancing down at him , his bright blue eyes filled with concern , and Keith felt his face grow hotter each time . He
10	https://archiveofourown.org/works/9450122?view_adult=true	3	3	3	3	0	0	relation	“ You want to put a stop to Zarkon just as much as the rest of us , and if you were bad Red would never of accepted you as her Paladin . ” I like this one . Red purred in his mind . He likes my paladin . Keith turned red . “ I understand where Allura is coming from , the Galra killed her people , but you didn ’ t do anything ! That wasn ’ t you ! You ’ re trying to save the Universe , you ’ re nothing like them . ” EXP-Lance-EXP sighed.” TARG-Allura-TARG ll come around , just give her some time … ” He smiled at Keith . ” The others won ’ t take long to accept it , trust me . Hunk and Pidge like you . ” Keith slumped his shoulders , his head resting against Lance ’ s shoulder . “ … I like you … ” Lance mumbled . Keith ’ s eyes snapped to his face , catching sight of the blush dusting across his skin . Lance met his eyes , growing redder with each second . Red was laughing at him again . Oh
10	https://archiveofourown.org/works/9450122?view_adult=true	5	5	4	4	1	1	relation	to find words . Allura crossed her arms over her chest . ” I think we have bigger things to concern ourselves with , the fact Keith is Galra - “ “ No . ” Lance ’ s words were suddenly cold . ” Keith is Keith . ” For the first time , Lance actually glared at Allura . “ He ’ s the Red Paladin , and he ’ s injured . ” Lance looked like he was close to yelling . ” He ’ s our team mate , and he needs to be healed . ” EXP-Lance-EXP turned and grabbed hold of TARG-Keith-TARG s wrist . ” C ’ mon buddy … ” he gently tugged on his wrist and Keith let himself be pulled from the room . He glanced back to Shiro , eyes wide . Shiro smiled encouragingly at him . Keith felt his face heat up and he stared down at Lance ’ s tanned hand encircling his wrist . He felt dizzy and hurt and he really wanted to lie down . He stumbled down the hall , which made Lance pause to look back at him , concern written all over his face . ” Ah quiznak
10	https://archiveofourown.org/works/9450122?view_adult=true	1	1	1	1	0	0	relation	to save the Universe , you ’ re nothing like them . ” Lance sighed . ” She ’ ll come around , just give her some time … ” He smiled at Keith . ” The others won ’ t take long to accept it , trust me . Hunk and Pidge like you . ” Keith slumped his shoulders , his head resting against Lance ’ s shoulder . “ … I like you … ” Lance mumbled . Keith ’ s eyes snapped to his face , catching sight of the blush dusting across his skin . EXP-Lance-EXP met TARG-Keith-TARG eyes , growing redder with each second . Red was laughing at him again . Oh this one really likes my paladin . Lance coughed awkwardly and opened his mouth . ” O-oH ! Look , we ’ re at the healing pods ! ” He hurried inside and then gently set Keith down on the floor . ” Hang on ; I ’ ll get you one ready to go ! ” He started pressing buttons on the control panel , trying to pretend he hadn ’ t just said that to Keith . Keith watched him , unable
10	https://archiveofourown.org/works/9450122?view_adult=true	0	8	0	5	1	2	relation	a red blush ; he couldn ’ t believe Lance of all people was bridal carrying him . He sensed Red laughing in the back of his mind and he let out a frustrated groan . Lance snorted in amusement and continued walking down the hall . It was silent for a few minutes , neither of them saying a word to each other ; Keith was trying to gather his thoughts and try not to freak out about being carried by Lance . Lance kept glancing down at him , his bright blue eyes filled with concern , and TARG-Keith-TARG felt EXP-Lance-EXP face grow hotter each time . He cursed being so pale , there was no way Lance wasn ’ t noticing how flustered he was . But maybe Lance thought it was because of his exhausted he was ? He hoped so … “ Lance . ” Keith finally spoke up , unable to keep his curiosity at bay . “ Hm , yeah ? ” Lance replied . “ Why are you doing this ? ” Lance paused and looked down at Keith . ” … . If you die I don ’ t really have a rival anymore
10	https://archiveofourown.org/works/9450122?view_adult=true	3	3	3	3	0	0	relation	He cursed being so pale , there was no way Lance wasn ’ t noticing how flustered he was . But maybe Lance thought it was because of his exhausted he was ? He hoped so … “ Lance . ” Keith finally spoke up , unable to keep his curiosity at bay . “ Hm , yeah ? ” Lance replied . “ Why are you doing this ? ” Lance paused and looked down at Keith . ” … . If you die I don ’ t really have a rival anymore - “ “ No . ” EXP-Keith-EXP cut in, scowling.” Why are TARG-Lance-TARG not freaking out ? Why are you being nice ? Why did you glare at Allura ? I don ’ t understand ! ” Lance sighed and looked away . ” Keith . I don ’ t really care if your part alien . It ’ s not like you even knew about it ! You can ’ t help your heritage , and people shouldn ’ t discriminate where you came from . ” Keith blinked , Lance sounded really strong about that . “ You want to put a stop to Zarkon just as much as the rest
10	https://archiveofourown.org/works/9450122?view_adult=true	1	1	1	1	0	0	relation	Keith felt a comforting purr in the back of his mind . I wouldn ’ t let that happen . He felt Red ’ s purr wrap around him and he let out a small sigh of relief . If Red wanted him still , its not like the others could force them apart . Red snarled in the back of his mind . No , you're my paladin ! Keith almost laughed at the irony of those words . Keith realized he had been spacing out when he heard footsteps walking towards him and he turned his head . EXP-Keith-EXP breath caught in his throat as he realized he had yet to see how TARG-Lance-TARG had taken the news . He took a step back , unable to force himself to meet the Blue Paladins eyes . This was even worse than the others ; Keith knew for sure Lance would hate him now he had a real reason too . “ You look like you need a trip to the healing pods . ” Lance ’ s surprisingly gentle words made Keith lift his head to stare at him . Lance ’ s brows were furrowed and he was staring at the cut on his shoulder . When no one else said a word
10	https://archiveofourown.org/works/9450122?view_adult=true	7	15	3	8	0	3	relation	too . “ You look like you need a trip to the healing pods . ” Lance ’ s surprisingly gentle words made Keith lift his head to stare at him . Lance ’ s brows were furrowed and he was staring at the cut on his shoulder . When no one else said a word , Lance huffed . ” Hellloooo ~ Are you listening ? Keith ’ s injured ? " He turned his head to glare at the others . ” And he looks like he ’ s about to pass out . ” Keith gaped at TARG-Lance-TARG, unable to find words. EXP-Allura-EXP crossed her arms over her chest . ” I think we have bigger things to concern ourselves with , the fact Keith is Galra - “ “ No . ” Lance ’ s words were suddenly cold . ” Keith is Keith . ” For the first time , Lance actually glared at Allura . “ He ’ s the Red Paladin , and he ’ s injured . ” Lance looked like he was close to yelling . ” He ’ s our team mate , and he needs to be healed . ” Lance turned and grabbed hold
10	https://archiveofourown.org/works/9450122?view_adult=true	4	4	0	0	1	1	relation	I don ’ t really have a rival anymore - “ “ No . ” Keith cut in , scowling . ” Why are you not freaking out ? Why are you being nice ? Why did you glare at Allura ? I don ’ t understand ! ” Lance sighed and looked away . ” Keith . I don ’ t really care if your part alien . It ’ s not like you even knew about it ! You can ’ t help your heritage , and people shouldn ’ t discriminate where you came from . ” EXP-Keith-EXP blinked, TARG-Lance-TARG sounded really strong about that . “ You want to put a stop to Zarkon just as much as the rest of us , and if you were bad Red would never of accepted you as her Paladin . ” I like this one . Red purred in his mind . He likes my paladin . Keith turned red . “ I understand where Allura is coming from , the Galra killed her people , but you didn ’ t do anything ! That wasn ’ t you ! You ’ re trying to save the Universe , you ’
10	https://archiveofourown.org/works/9450122?view_adult=true	7	15	3	8	0	3	relation	a real reason too . “ You look like you need a trip to the healing pods . ” Lance ’ s surprisingly gentle words made Keith lift his head to stare at him . Lance ’ s brows were furrowed and he was staring at the cut on his shoulder . When no one else said a word , Lance huffed . ” Hellloooo ~ Are you listening ? Keith ’ s injured ? " He turned his head to glare at the others . ” And he looks like he ’ s about to pass out . ” TARG-Keith-TARG gaped at him, unable to find words. EXP-Allura-EXP crossed her arms over her chest . ” I think we have bigger things to concern ourselves with , the fact Keith is Galra - “ “ No . ” Lance ’ s words were suddenly cold . ” Keith is Keith . ” For the first time , Lance actually glared at Allura . “ He ’ s the Red Paladin , and he ’ s injured . ” Lance looked like he was close to yelling . ” He ’ s our team mate , and he needs to be healed . ” Lance turned and grabbed hold
10	https://archiveofourown.org/works/9450122?view_adult=true	2	2	2	2	0	0	relation	. The yellow paladin was staring at Keith with his mouth hanging open , eyes almost comically wide . It would ’ ve been funny if this wasn ’ t so serious . Keith startled as Allura ’ s voice cut like a knife in the silence of the room . “ Are you sure about this ? ” Her face was closed off , her voice cold and Keith forced himself not to flinch . His voice wavered with exhaustion but it rang out clear in the room . ” Yes . ” Allura turned her head away . EXP-Keith-EXP couldn’t blame her, the Galra had murdered TARG-Allura-TARG entire civilization , but it still stung . Coran looked less hostile , his arms were crossed over his chest and he was staring at Keith , probably remembering Keith asking him about a Galra being to Earth . Coran placed a hand on Allura ’ s shoulder and squeezed it , he leant over and whispered something in her ear , which she huffed a small breath at . Keith felt his eyes burn , he wanted to cry . This wasn ’ t fair , he didn ’ t know ! He didn ’ t ask to be
10	https://archiveofourown.org/works/9450122?view_adult=true	6	6	4	4	1	1	relation	Lance sighed and looked away . ” Keith . I don ’ t really care if your part alien . It ’ s not like you even knew about it ! You can ’ t help your heritage , and people shouldn ’ t discriminate where you came from . ” Keith blinked , Lance sounded really strong about that . “ You want to put a stop to Zarkon just as much as the rest of us , and if you were bad Red would never of accepted you as her Paladin . ” I like this one . EXP-Red-EXP purred in TARG-Keith-TARG mind . He likes my paladin . Keith turned red . “ I understand where Allura is coming from , the Galra killed her people , but you didn ’ t do anything ! That wasn ’ t you ! You ’ re trying to save the Universe , you ’ re nothing like them . ” Lance sighed . ” She ’ ll come around , just give her some time … ” He smiled at Keith . ” The others won ’ t take long to accept it , trust me . Hunk and Pidge like you .
10	https://archiveofourown.org/works/9450122?view_adult=true	3	3	3	3	0	0	relation	and no one to return to on earth , the ones he considered his family were right here , and they could be about to toss him away . They ’ d take Red away from him and he ’ d be alone again . Keith felt a comforting purr in the back of his mind . I wouldn ’ t let that happen . He felt Red ’ s purr wrap around him and he let out a small sigh of relief . If Red wanted him still , its not like the others could force them apart . EXP-Red-EXP snarled in the back of TARG-Keith-TARG mind . No , you're my paladin ! Keith almost laughed at the irony of those words . Keith realized he had been spacing out when he heard footsteps walking towards him and he turned his head . His breath caught in his throat as he realized he had yet to see how Lance had taken the news . He took a step back , unable to force himself to meet the Blue Paladins eyes . This was even worse than the others ; Keith knew for sure Lance would hate him now he had a real reason too .
10	https://archiveofourown.org/works/9450122?view_adult=true	4	4	0	0	1	1	relation	a real reason too . “ You look like you need a trip to the healing pods . ” Lance ’ s surprisingly gentle words made Keith lift his head to stare at him . Lance ’ s brows were furrowed and he was staring at the cut on his shoulder . When no one else said a word , Lance huffed . ” Hellloooo ~ Are you listening ? Keith ’ s injured ? " He turned his head to glare at the others . ” And he looks like he ’ s about to pass out . ” EXP-Keith-EXP gaped at TARG-Lance-TARG unable to find words . Allura crossed her arms over her chest . ” I think we have bigger things to concern ourselves with , the fact Keith is Galra - “ “ No . ” Lance ’ s words were suddenly cold . ” Keith is Keith . ” For the first time , Lance actually glared at Allura . “ He ’ s the Red Paladin , and he ’ s injured . ” Lance looked like he was close to yelling . ” He ’ s our team mate , and he needs to be healed .
10	https://archiveofourown.org/works/9450122?view_adult=true	5	5	4	4	1	1	relation	. He likes my paladin . Keith turned red . “ I understand where Allura is coming from , the Galra killed her people , but you didn ’ t do anything ! That wasn ’ t you ! You ’ re trying to save the Universe , you ’ re nothing like them . ” Lance sighed . ” She ’ ll come around , just give her some time … ” He smiled at Keith . ” The others won ’ t take long to accept it , trust me . Hunk and Pidge like you . ” EXP-Keith-EXP slumped his shoulders, his head resting against Lance’s shoulder. “…TARG-Lance-TARG like you … ” Lance mumbled . Keith ’ s eyes snapped to his face , catching sight of the blush dusting across his skin . Lance met his eyes , growing redder with each second . Red was laughing at him again . Oh this one really likes my paladin . Lance coughed awkwardly and opened his mouth . ” O-oH ! Look , we ’ re at the healing pods ! ” He hurried inside and then gently set Keith down on the floor . ” Hang on ; I ’ ll get you one ready to go
10	https://archiveofourown.org/works/9450122?view_adult=true	5	5	4	4	1	1	relation	” Keith is Keith . ” For the first time , Lance actually glared at Allura . “ He ’ s the Red Paladin , and he ’ s injured . ” Lance looked like he was close to yelling . ” He ’ s our team mate , and he needs to be healed . ” Lance turned and grabbed hold of Keith ’ s wrist . ” C ’ mon buddy … ” he gently tugged on his wrist and Keith let himself be pulled from the room . He glanced back to Shiro , eyes wide . EXP-Shiro-EXP smiled encouragingly at TARG-Keith-TARG Keith felt his face heat up and he stared down at Lance ’ s tanned hand encircling his wrist . He felt dizzy and hurt and he really wanted to lie down . He stumbled down the hall , which made Lance pause to look back at him , concern written all over his face . ” Ah quiznak . ” He stopped . ” You look awful . ” He noted . “ Thanks . ” Keith croaked out , swaying on his feet . Lance mumbled something that sounded like . ” Guess I gotta return the favour
10	https://archiveofourown.org/works/9450122?view_adult=true	6	6	4	4	1	1	relation	, and if you were bad Red would never of accepted you as her Paladin . ” I like this one . Red purred in his mind . He likes my paladin . Keith turned red . “ I understand where Allura is coming from , the Galra killed her people , but you didn ’ t do anything ! That wasn ’ t you ! You ’ re trying to save the Universe , you ’ re nothing like them . ” Lance sighed . ” She ’ ll come around , just give her some time … ” EXP-Lance-EXP smiled at TARG-Keith-TARG ” The others won ’ t take long to accept it , trust me . Hunk and Pidge like you . ” Keith slumped his shoulders , his head resting against Lance ’ s shoulder . “ … I like you … ” Lance mumbled . Keith ’ s eyes snapped to his face , catching sight of the blush dusting across his skin . Lance met his eyes , growing redder with each second . Red was laughing at him again . Oh this one really likes my paladin . Lance coughed awkwardly and opened his mouth . ”
10	https://archiveofourown.org/works/9450122?view_adult=true	4	4	0	0	1	1	relation	mouth . ” O-oH ! Look , we ’ re at the healing pods ! ” He hurried inside and then gently set Keith down on the floor . ” Hang on ; I ’ ll get you one ready to go ! ” He started pressing buttons on the control panel , trying to pretend he hadn ’ t just said that to Keith . Keith watched him , unable to stop the fond smile from tugging at his lips . Lance turned back to him . ” You should probably change into one of the pod suits-oh . EXP-Lance-EXP blushed again and TARG-Keith-TARG couldn ’ t help the tired laugh that escaped . Lance blinked at him , biting his lip . ” So ah , um , I wouldn ’ t suppose you could change into it by yourself ? ” Keith sighed loudly and shook his head . After a few awkward minutes of trying to get Keith changed , Lance helped Keith step into the pod and squeezed his uninjured shoulder gently . He took a step back . " See you later mullet . ” He teased , trying to get something normal back . Keith ’ s lips
